"Cod birou electoral",Județ,Uat,Localitate,Secție,Nr,Tip,a,a1,a2,b,b1,b2,b3,c,d,e,f,h,i,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16
48,STRĂINĂTATE,AFGANISTAN,KABUL,"KABUL - AFGANISTAN",1,Europarlamentare,0,0,0,18,0,0,18,150,132,18,0,"NU A FOST CAZUL.","SIGILII INTACTE.",1,10,0,0,3,1,0,1,0,0,0,0,0,2,0,0
48,STRĂINĂTATE,AFGANISTAN,KABUL/HKIA,"KABUL/HKIA - AFGANISTAN",2,Europarlamentare,0,0,0,204,0,0,204,350,146,204,0,0,0,8,100,22,1,31,2,2,7,2,0,9,0,0,9,10,1
48,STRĂINĂTATE,AFGANISTAN,KANDAHAR/KAF,"KANDAHAR/KAF - AFGANISTAN",3,Europarlamentare,0,0,0,557,0,0,557,652,95,548,9,"NU SUNT.",INTACTE,40,200,71,5,102,20,4,20,7,1,10,7,3,18,26,14
48,STRĂINĂTATE,"AFRICA DE SUD",PRETORIA,"PRETORIA - AFRICA DE SUD",4,Europarlamentare,0,0,0,93,0,0,93,400,307,93,0,"NU ESTE CAZUL",INTACTA,7,55,3,1,17,1,0,2,0,0,0,0,0,1,5,1
48,STRĂINĂTATE,"AFRICA DE SUD","CAPE TOWN","CAPE TOWN - AFRICA DE SUD",5,Europarlamentare,0,0,0,47,0,0,47,200,153,47,0,"NU E CAZUL",INTACTA,6,22,5,0,6,0,0,2,0,0,0,2,1,0,1,2
48,STRĂINĂTATE,ALBANIA,TIRANA,"TIRANA - ALBANIA",6,Europarlamentare,0,0,0,66,0,0,66,300,234,66,0,"NU E CAZUL",INTACTA,1,33,5,0,18,4,0,2,0,0,0,0,0,0,1,2
48,STRĂINĂTATE,ALGERIA,ALGER,"ALGER - ALGERIA",7,Europarlamentare,0,0,0,21,0,0,21,200,179,21,0,0,0,5,4,1,0,4,3,0,2,0,0,0,0,0,2,0,0
48,STRĂINĂTATE,ANGOLA,LUANDA,"LUANDA - ANGOLA",8,Europarlamentare,0,0,0,12,0,0,12,200,188,12,0,"NU AU FOST","FOARTE BUNA",3,1,0,0,2,0,0,4,1,0,1,0,0,0,0,0
48,STRĂINĂTATE,"ARABIA SAUDITĂ",RIAD,"RIAD - ARABIA SAUDITĂ",9,Europarlamentare,0,0,0,109,0,0,109,500,391,109,0,0,0,3,70,6,0,23,4,0,1,0,0,1,0,0,0,0,1
48,STRĂINĂTATE,ARGENTINA,"BUENOS AIRES","BUENOS AIRES - ARGENTINA",10,Europarlamentare,0,0,0,57,0,0,57,200,143,57,0,0,BUNA,4,30,7,2,7,1,0,2,0,0,0,0,1,0,2,1
48,STRĂINĂTATE,ARMENIA,EREVAN,"EREVAN - ARMENIA",11,Europarlamentare,0,0,0,20,0,0,20,200,180,20,0,0,0,0,16,0,0,1,0,1,1,0,0,0,0,0,0,1,0
48,STRĂINĂTATE,AUSTRALIA,MELBOURNE,"MELBOURNE - AUSTRALIA",12,Europarlamentare,0,0,0,302,0,0,302,1500,1198,295,7,0,0,5,179,1,0,55,3,0,22,0,0,0,1,1,4,2,22
48,STRĂINĂTATE,AUSTRALIA,CANBERRA,"CANBERRA - AUSTRALIA",13,Europarlamentare,0,0,0,18,0,0,18,1500,1482,18,0,"NU S-AU INREGISTRAT CONTEETATII","STARE PERFECTA",0,11,1,0,3,1,0,1,0,0,0,0,0,0,1,0
48,STRĂINĂTATE,AUSTRALIA,ADELAIDE,"ADELAIDE - AUSTRALIA",14,Europarlamentare,0,0,0,56,0,0,56,1500,1444,56,0,0,OK,0,24,0,0,17,1,0,4,0,0,0,0,0,1,5,4
48,STRĂINĂTATE,AUSTRALIA,PERTH,"PERTH - AUSTRALIA",15,Europarlamentare,0,0,0,179,0,0,179,1500,1321,176,3,0,0,3,93,1,0,31,1,0,8,0,0,2,2,0,2,3,30
48,STRĂINĂTATE,AUSTRALIA,SYDNEY,"SYDNEY - AUSTRALIA",16,Europarlamentare,0,0,0,237,0,0,237,1501,1264,236,1,0,0,12,153,1,0,38,10,0,11,0,0,3,1,0,6,1,0
48,STRĂINĂTATE,AUSTRALIA,BRISBANE,"BRISBANE - AUSTRALIA",17,Europarlamentare,0,0,0,137,0,0,137,1500,1363,134,3,"NU EXISTA",INTACTA,6,68,2,2,29,0,7,7,0,0,0,1,0,1,0,11
48,STRĂINĂTATE,"NOUA ZEELANDĂ",AUCKLAND,"AUCKLAND - NOUA ZEELANDĂ",18,Europarlamentare,0,0,0,173,0,0,173,1500,1327,172,1,0,INTACTE,11,112,1,0,30,3,0,4,0,1,2,0,1,2,1,4
48,STRĂINĂTATE,AUSTRIA,VIENA,"VIENA - AUSTRIA",19,Europarlamentare,0,0,0,1463,0,0,1463,4000,2537,1463,0,0,buna,21,940,36,18,273,10,5,47,3,2,3,7,1,9,29,59
48,STRĂINĂTATE,AUSTRIA,VIENA,"VIENA - AUSTRIA",20,Europarlamentare,0,0,0,1343,0,0,1343,4000,2657,1330,13,"NU ESTE CAZUL.","7 EXEMPLARE",28,526,31,9,527,16,5,72,2,1,10,1,3,9,20,70
48,STRĂINĂTATE,AUSTRIA,VIENA,"VIENA - AUSTRIA",21,Europarlamentare,0,0,0,1434,0,0,1434,4000,2566,1424,10,0,INTACTA,24,606,31,18,479,21,2,87,4,0,2,8,1,17,22,102
48,STRĂINĂTATE,AUSTRIA,VIENA,"VIENA - AUSTRIA",22,Europarlamentare,0,0,0,1482,0,0,1482,4000,2518,1466,16,"LA FINALUL PROCESULUI DE VOTARE MAI MULTI ALEGATORI AU SEMNAT O PETITIE COLECTIVA CARE VA FI TRANSMISA BIROULUI ELECTORAL DIN STRAINATATE",INTACTE,28,677,19,7,488,15,5,77,2,1,4,6,1,8,29,99
48,STRĂINĂTATE,AUSTRIA,GRAZ,"GRAZ - AUSTRIA",23,Europarlamentare,0,0,0,1482,0,0,1482,4000,2511,1463,19,0,0,12,448,31,9,653,13,6,93,4,3,7,7,1,11,27,138
48,STRĂINĂTATE,AUSTRIA,KLAGENFURT,"KLAGENFURT - AUSTRIA",24,Europarlamentare,0,0,0,934,0,0,934,4000,3066,920,14,"NU ESTE CAZUL",INTACT,11,290,23,5,439,12,1,23,3,0,6,3,4,4,18,78
48,STRĂINĂTATE,AUSTRIA,SALZBURG,"SALZBURG - AUSTRIA",25,Europarlamentare,0,0,0,1403,0,0,1403,4000,2597,1393,10,0,0,9,644,29,13,447,22,4,62,7,2,6,1,0,18,42,87
48,STRĂINĂTATE,AUSTRIA,VIENA,"VIENA - AUSTRIA",26,Europarlamentare,0,0,0,1768,0,0,1768,4000,2212,1743,20,0,0,16,673,39,19,598,15,4,137,7,3,14,5,12,17,31,153
48,STRĂINĂTATE,AUSTRIA,VIENA,"VIENA - AUSTRIA",27,Europarlamentare,0,0,0,1000,0,0,1000,4000,3000,991,9,0,"SIGILIILE URNELOR ERAU INTACTE",12,476,33,18,316,22,3,43,8,2,8,6,1,11,25,7
48,STRĂINĂTATE,AZERBAIDJAN,BAKU,"BAKU - AZERBAIDJAN",28,Europarlamentare,0,0,0,52,0,0,52,200,148,52,0,"NU E CAZUL",INTACTA,4,25,2,1,8,6,0,2,0,0,0,0,0,0,1,3
48,STRĂINĂTATE,BELARUS,MINSK,"MINSK - BELARUS",29,Europarlamentare,0,0,0,20,0,0,20,101,81,20,0,"NU ESTE CAZUL",INTACTA,1,11,0,1,1,1,0,1,0,0,0,0,0,2,1,1
48,STRĂINĂTATE,BELGIA,BRUXELLES,"BRUXELLES - BELGIA",30,Europarlamentare,0,0,0,1667,0,0,1667,9775,8108,1655,12,0,BUNA,33,1077,41,13,266,17,14,85,6,3,5,6,1,24,25,39
48,STRĂINĂTATE,BELGIA,BRUXELLES,"BRUXELLES - BELGIA",31,Europarlamentare,0,0,0,1499,0,0,1499,9776,8277,1488,11,"O SOLICITARE DE PRELUNGIRE PROGRAM VOT DE CATRE OBSERVATOR INDEPENDENT",INTACTE,29,952,24,21,296,19,11,51,7,2,6,5,4,14,26,21
48,STRĂINĂTATE,BELGIA,BRUXELLES,"BRUXELLES - BELGIA",32,Europarlamentare,0,0,0,1676,0,0,1676,7000,5324,1659,17,"NU S-A FORMULAT NICIO CONTESTATIE IN SCRIS","INTACTA, URNE SIGILATE",27,780,43,15,523,22,6,109,7,4,15,11,3,17,48,29
48,STRĂINĂTATE,BELGIA,BRUXELLES,"BRUXELLES - BELGIA",33,Europarlamentare,0,0,0,2063,0,0,2063,7000,4937,2038,25,0,0,24,959,43,14,569,35,26,169,9,3,12,22,8,30,43,72
48,STRĂINĂTATE,BELGIA,BRUXELLES,"BRUXELLES - BELGIA",34,Europarlamentare,0,0,0,1401,0,0,1401,7000,5599,1385,16,0,"Sigilii intacte",23,599,30,14,452,17,13,89,7,0,4,13,5,18,38,63
48,STRĂINĂTATE,BELGIA,BRUXELLES,"BRUXELLES - BELGIA",35,Europarlamentare,0,0,0,1516,0,0,1516,7000,5484,1493,17,"CERERE PRELUNGIRE PROGRAM DE VOTARE INTRUCAT LA USA SECTIEI DE VOTARE AVEAM UN NR FOARTE MARE DE ALEGATORI CARE ASTEPTAU DE FOARTEMULT TIMP SA -SI EXERCITE DREPTUL DE VOT SI ERA FOARTE CLAR CA NU VOR REUSI . ACESTIA DEVENISERA RECALCITRANTI SIAMENINTAU SIGURANTA SECTIEI SI MEMBRILOR BIROULUI SECTIEI DE VOTARE.CONTESTATII DIN PARTEACETATENILOR ROMANI CARE NU AU REUSIT SA VOTEZE.","STARE SIGILII INTACTA.",13,657,25,9,500,27,9,63,1,5,14,8,7,20,45,90
48,STRĂINĂTATE,BELGIA,LIEGE,"LIEGE - BELGIA",36,Europarlamentare,0,0,0,1563,0,0,1563,7000,5437,1510,25,0,0,17,742,47,15,413,30,9,89,7,0,22,17,6,17,42,37
48,STRĂINĂTATE,BELGIA,ANTWERP,"ANTWERP - BELGIA",37,Europarlamentare,0,0,0,2550,0,0,2550,7000,4508,2461,31,0,0,21,1240,65,38,732,22,12,132,13,3,7,16,6,28,78,48
48,STRĂINĂTATE,"BOSNIA ȘI HERȚEGOVINA",SARAJEVO,"SARAJEVO - BOSNIA ȘI HERȚEGOVINA",38,Europarlamentare,0,0,0,71,0,0,71,200,129,71,0,0,0,3,42,2,0,11,1,0,6,1,0,2,1,0,1,0,1
48,STRĂINĂTATE,BRAZILIA,BRASILIA,"BRASILIA - BRAZILIA",39,Europarlamentare,0,0,0,13,0,0,13,200,187,13,0,0,0,0,9,0,0,3,0,0,1,0,0,0,0,0,0,0,0
48,STRĂINĂTATE,BRAZILIA,"RIO DE JANEIRO","RIO DE JANEIRO - BRAZILIA",40,Europarlamentare,0,0,0,26,0,0,26,200,174,26,0,0,0,3,12,1,2,1,2,0,2,0,1,0,0,0,0,1,1
48,STRĂINĂTATE,BULGARIA,SOFIA,"SOFIA - BULGARIA",41,Europarlamentare,0,0,0,295,0,0,295,2000,1705,293,2,"NU ESTE CAZUL",INTACTE,11,173,16,1,43,6,3,19,0,0,1,2,1,5,9,3
48,STRĂINĂTATE,CANADA,OTTAWA,"OTTAWA - CANADA",42,Europarlamentare,0,0,0,332,0,0,332,3000,2668,331,1,NU,INTACTE,12,172,10,0,76,1,1,32,0,1,2,1,0,2,9,12
48,STRĂINĂTATE,CANADA,DIEPPE,"DIEPPE - CANADA",43,Europarlamentare,0,0,0,91,0,0,91,3000,2909,91,0,0,INTACTE,0,53,0,2,12,2,0,7,0,0,3,2,0,2,5,3
48,STRĂINĂTATE,CANADA,CALGARY,"CALGARY - CANADA",44,Europarlamentare,0,0,0,445,0,0,445,3000,2555,444,1,"NU AU FOST FORMULATE INTAMPINARI SI NICI NU AU FOST INAINTATE CONTESTATII.","SIGILIILE DE PE URNE AU FOST INTACTE LA INCHEIEREA VOTARII.",12,289,7,1,76,4,0,21,1,1,3,1,0,5,3,20
48,STRĂINĂTATE,CANADA,VANCOUVER,"VANCOUVER - CANADA",45,Europarlamentare,0,0,0,571,0,0,571,3000,2429,568,3,0,0,10,354,1,4,121,8,3,35,0,0,3,4,2,1,3,19
48,STRĂINĂTATE,CANADA,MONTREAL,"MONTREAL - CANADA",46,Europarlamentare,0,0,0,1175,0,0,1175,3000,1825,1162,13,0,0,21,744,20,5,235,12,5,71,0,0,3,3,2,12,15,14
48,STRĂINĂTATE,CANADA,TORONTO,"TORONTO - CANADA",47,Europarlamentare,0,0,0,1374,0,0,1374,3000,1626,1369,5,0,0,41,798,17,5,304,14,1,101,4,1,10,4,1,12,17,39
48,STRĂINĂTATE,"REPUBLICA CEHĂ",PRAGA,"PRAGA - REPUBLICA CEHĂ",48,Europarlamentare,0,0,0,1424,0,0,1424,2500,1076,1418,6,"NU E CAZUL.",BUNA.,28,939,30,13,230,16,0,61,4,3,5,1,4,33,29,22
48,STRĂINĂTATE,"REPUBLICA CEHĂ",BRNO,"BRNO - REPUBLICA CEHĂ",49,Europarlamentare,0,0,0,438,0,0,438,2000,1562,432,6,0,0,8,280,6,7,69,4,1,20,0,0,3,2,0,9,18,5
48,STRĂINĂTATE,COLUMBIA,BOGOTA,"BOGOTA - COLUMBIA",50,Europarlamentare,0,0,0,33,0,0,33,5000,4967,32,1,"NU AU EXISTAT",BUNE,2,21,3,1,3,0,0,0,0,0,0,1,0,0,1,0
48,STRĂINĂTATE,"REPUBLICA POPULARĂ DEMOCRATĂ COREEANĂ",PHENIAN,"PHENIAN - REPUBLICA POPULARĂ DEMOCRATĂ COREEANĂ",51,Europarlamentare,0,0,0,9,0,0,9,101,92,9,0,"NU A FOST CAZUL",INTACTA,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0
48,STRĂINĂTATE,"REPUBLICA COREEA",SEOUL,"SEOUL - REPUBLICA COREEA",52,Europarlamentare,0,0,0,60,0,0,60,2000,1940,60,0,0,0,2,37,4,0,9,3,0,1,0,0,0,0,0,3,0,1
48,STRĂINĂTATE,CHILE,"SANTIAGO DE CHILE","SANTIAGO DE CHILE - CHILE",53,Europarlamentare,0,0,0,48,0,0,48,1000,952,48,0,"NU ESTE CAZUL",INTACTA,2,29,1,0,9,2,0,0,0,0,2,1,0,1,1,0
48,STRĂINĂTATE,CHILE,COPIAPO,"COPIAPO - CHILE",54,Europarlamentare,0,0,0,16,0,0,16,500,484,16,0,0,0,0,7,0,0,3,2,0,1,0,0,0,0,0,1,2,0
48,STRĂINĂTATE,CHINA,BEIJING,"BEIJING - CHINA",55,Europarlamentare,0,0,0,99,0,0,99,500,401,97,2,"NU A FOST CAZUL",INTACT,9,51,9,1,13,5,0,4,0,0,0,0,0,1,4,0
48,STRĂINĂTATE,CHINA,"HONG KONG","HONG KONG - CHINA",56,Europarlamentare,0,0,0,103,0,0,103,500,397,101,2,"NU AU EXISTAT",INTACTA,1,73,3,1,13,1,0,7,0,0,0,0,0,0,1,1
48,STRĂINĂTATE,CHINA,SHANGHAI,"SHANGHAI - CHINA",57,Europarlamentare,0,0,0,143,0,0,143,500,357,143,0,0,0,2,104,1,1,16,1,2,6,0,0,0,0,0,6,2,2
48,STRĂINĂTATE,CIPRU,NICOSIA,"NICOSIA - CIPRU",58,Europarlamentare,0,0,0,1048,0,0,1048,7000,5927,1024,24,"CNP 1940405101517 - ION MARIUS CIPRIAN, CARE CORESPUNDE ALEGATORULUI CU NR. 419 DIN ADV, SI-A EXPRIMAT DEJA VOTUL LA SCRUTINUL EUROPARLAMENTAR CIPRIOT DIN 26.05.2019.",INTACTE,20,471,16,7,320,9,5,104,8,0,9,5,5,19,17,9
48,STRĂINĂTATE,CIPRU,PAFOS,"PAFOS - CIPRU",59,Europarlamentare,0,0,0,811,0,0,811,7000,6189,804,7,0,0,26,350,29,7,242,25,1,61,5,0,9,4,3,13,17,12
48,STRĂINĂTATE,CIPRU,LIMASSOL,"LIMASSOL - CIPRU",60,Europarlamentare,0,0,0,1013,0,0,1013,7000,5987,998,15,0,"SIGILIILE AU FOST INTACTE",24,370,34,8,366,17,8,91,10,3,12,6,2,15,18,14
48,STRĂINĂTATE,CROAȚIA,ZAGREB,"ZAGREB - CROAȚIA",61,Europarlamentare,0,0,0,191,0,0,191,1000,809,190,1,"NU AU FOST",INTACTE,5,111,11,6,33,4,0,7,0,0,2,1,0,1,5,4
48,STRĂINĂTATE,CUBA,HAVANA,"HAVANA - CUBA",62,Europarlamentare,0,0,0,36,0,0,36,500,464,35,1,"NU ESTE CAZUL",INTACTE,0,17,7,0,5,2,0,0,0,0,0,0,1,2,1,0
48,STRĂINĂTATE,DANEMARCA,COPENHAGA,"COPENHAGA - DANEMARCA",63,Europarlamentare,0,0,0,1224,0,0,1224,1998,774,1216,8,0,BUNA,10,868,25,10,191,8,5,27,2,0,6,7,1,12,34,10
48,STRĂINĂTATE,DANEMARCA,AARHUS,"AARHUS - DANEMARCA",64,Europarlamentare,0,0,0,1321,0,0,1321,2000,679,1310,11,0,intacte,15,902,21,16,185,12,0,39,5,1,9,12,0,19,59,15
48,STRĂINĂTATE,DANEMARCA,AALBORG,"AALBORG - DANEMARCA",65,Europarlamentare,0,0,0,955,0,0,955,2000,1045,949,6,"NU AU FOST",PERFECTA,14,650,13,14,152,11,1,30,5,0,5,2,3,8,27,14
48,STRĂINĂTATE,DANEMARCA,ODENSE,"ODENSE - DANEMARCA",66,Europarlamentare,0,0,0,864,0,0,864,2000,1136,859,5,0,"IN REGULA",4,573,19,17,110,10,1,43,6,0,7,5,2,17,26,19
48,STRĂINĂTATE,DANEMARCA,RINGKØBING,"RINGKØBING - DANEMARCA",67,Europarlamentare,0,0,0,1264,0,0,1264,2000,736,1256,8,"NU A FOST CAZUL",BUNA,7,720,15,8,292,6,4,50,2,2,4,3,3,31,57,52
48,STRĂINĂTATE,DANEMARCA,VEJLE,"VEJLE - DANEMARCA",68,Europarlamentare,0,0,0,1245,0,0,1245,2000,755,1235,10,0,0,12,830,20,17,192,8,1,54,3,3,6,1,3,16,52,17
48,STRĂINĂTATE,DANEMARCA,SØNDERBORG,"SØNDERBORG - DANEMARCA",69,Europarlamentare,0,0,0,898,0,0,898,2000,1101,891,7,"NU ESTE CAZUL.","INTACTA, FARA PROBLEME.",4,480,18,8,206,14,1,65,3,0,11,9,2,15,32,23
48,STRĂINĂTATE,EGIPT,CAIRO,"CAIRO - EGIPT",70,Europarlamentare,0,0,0,104,0,0,104,1004,900,103,1,"VOTUL S-A DERULAT IN CONDITII NORMALE",INTACTE,5,47,6,3,21,6,0,5,1,0,0,0,1,5,2,1
48,STRĂINĂTATE,ELVEȚIA,GENEVA,"GENEVA - ELVEȚIA",71,Europarlamentare,0,0,0,1101,0,0,1101,4000,2899,1087,14,"CONFORM PV FOTOGRAFIAT",INTACTA,12,653,30,5,252,14,4,50,3,1,6,2,2,7,27,19
48,STRĂINĂTATE,ELVEȚIA,BERNA,"BERNA - ELVEȚIA",72,Europarlamentare,0,0,0,959,0,0,959,4000,3041,944,15,0,INTACTA,15,557,18,25,195,14,3,42,0,0,10,8,1,10,24,22
48,STRĂINĂTATE,ELVEȚIA,ZÜRICH,"ZÜRICH - ELVEȚIA",73,Europarlamentare,0,0,0,1878,0,0,1878,4000,2122,1854,11,OK,OK,14,1344,23,23,252,14,5,69,6,1,5,7,3,16,28,44
48,STRĂINĂTATE,ELVEȚIA,BASEL,"BASEL - ELVEȚIA",74,Europarlamentare,0,0,0,998,0,0,998,4000,3002,998,0,0,CORECTA,10,665,11,17,185,12,2,44,3,0,6,1,1,11,13,17
48,STRĂINĂTATE,"EMIRATELE ARABE UNITE","ABU DHABI","ABU DHABI - EMIRATELE ARABE UNITE",75,Europarlamentare,0,0,0,601,0,0,601,1500,899,600,1,"NU EXISTA",INTACTE,13,386,13,3,87,22,7,34,1,1,5,2,3,11,5,7
48,STRĂINĂTATE,"EMIRATELE ARABE UNITE",DUBAI,"DUBAI - EMIRATELE ARABE UNITE",76,Europarlamentare,0,0,0,1271,0,0,1271,1500,229,1264,7,0,INTACTE,36,860,35,5,154,29,7,77,6,3,7,6,3,16,9,11
48,STRĂINĂTATE,ESTONIA,TALLINN,"TALLINN - ESTONIA",77,Europarlamentare,0,0,0,133,0,0,133,1000,867,133,0,"NU A FOST CAZUL",INTACTE,5,97,4,2,6,4,0,7,0,0,1,1,0,2,2,2
48,STRĂINĂTATE,ETIOPIA,"ADDIS ABEBA","ADDIS ABEBA - ETIOPIA",78,Europarlamentare,0,0,0,19,0,0,19,100,81,19,0,"NU SUNT",INTACT,0,8,1,0,4,0,0,1,0,0,0,0,0,0,0,5
48,STRĂINĂTATE,FILIPINE,MANILA,"MANILA - FILIPINE",79,Europarlamentare,0,0,0,36,0,0,36,200,164,36,0,0,0,1,30,1,0,1,1,0,1,0,0,0,0,0,0,0,1
48,STRĂINĂTATE,FINLANDA,HELSINKI,"HELSINKI - FINLANDA",80,Europarlamentare,0,0,0,592,0,0,592,3000,2408,587,5,"NU E CAZUL.",INTACTE,5,354,8,11,128,4,3,46,4,0,4,2,1,4,9,4
48,STRĂINĂTATE,FINLANDA,TAMPERE,"TAMPERE - FINLANDA",81,Europarlamentare,0,0,0,135,0,0,135,2000,1865,135,0,"NU ESTE CAZUL",INTACTA,5,86,6,1,14,1,3,9,1,0,2,0,0,2,4,1
48,STRĂINĂTATE,FINLANDA,TURKU,"TURKU - FINLANDA",82,Europarlamentare,0,0,0,406,0,0,406,2001,1595,401,5,0,0,6,175,16,1,107,4,0,25,5,1,4,1,1,9,26,20
48,STRĂINĂTATE,FINLANDA,MARIEHAMN,"MARIEHAMN - FINLANDA",83,Europarlamentare,0,0,0,161,0,0,161,2000,1839,154,7,0,PERFECTA,5,64,4,3,49,4,2,9,2,1,2,0,0,2,7,0
48,STRĂINĂTATE,FRANȚA,LYON,"LYON - FRANȚA",84,Europarlamentare,0,0,0,1531,0,0,1531,2000,468,1524,6,"NUMARUL DE BULETINE DE VOT GASITE IN URNA ESTE CU 1(UNU) MAI PUTIN DECAT NUMARUL ALEGATORILOR CARE AU VOTAT. NUMARUL DE BULETINE DE VOT GASITE IN URNA ADUNAT CU CEL AL BULETINELOR DE VOT NEINTREBUINTATE SI ANULATE ESTE CU 2 (DOI) MAI PUTIN DECAT NUMARUL TOTAL DE BULETINE DE VOT PRIMITE.",INTACTE,37,874,32,18,368,16,14,65,8,1,5,11,2,15,43,15
48,STRĂINĂTATE,FRANȚA,STRASBOURG,"STRASBOURG - FRANȚA",85,Europarlamentare,0,0,0,1212,0,0,1212,2000,785,1203,9,0,INTACTE,24,616,12,14,344,19,7,79,5,0,7,7,1,15,26,27
48,STRĂINĂTATE,FRANȚA,MARSILIA,"MARSILIA - FRANȚA",86,Europarlamentare,0,0,0,916,0,0,916,4000,3084,906,10,"NU AU EXISTAT",INTACTA,12,420,21,8,309,20,4,51,4,1,3,8,2,13,22,8
48,STRĂINĂTATE,FRANȚA,NISA,"NISA - FRANȚA",87,Europarlamentare,0,0,0,1497,0,0,1497,3973,2476,1480,17,0,BUNA,15,818,26,11,378,21,8,94,11,4,12,11,1,15,39,16
48,STRĂINĂTATE,FRANȚA,TOULOUSE,"TOULOUSE - FRANȚA",88,Europarlamentare,0,0,0,712,0,0,712,4000,3288,707,5,0,INTACTE,2,376,17,9,199,13,9,37,4,1,5,4,3,5,17,6
48,STRĂINĂTATE,FRANȚA,PARIS,"PARIS - FRANȚA",89,Europarlamentare,0,0,0,1230,0,0,1230,4000,2770,1218,12,"FARA INCIDENTE",INTACTE,19,703,20,6,285,16,7,82,3,0,11,7,4,10,19,26
48,STRĂINĂTATE,FRANȚA,PARIS,"PARIS - FRANȚA",90,Europarlamentare,0,0,0,1584,0,0,1584,4000,2416,1575,9,"- nu a fost cazul;","- intacte;",21,837,24,7,417,14,10,119,8,4,5,7,6,19,27,50
48,STRĂINĂTATE,FRANȚA,PARIS,"PARIS - FRANȚA",91,Europarlamentare,0,0,0,1518,0,0,1518,4000,2478,1512,6,"NU E APLICABIL",INTACTA,25,778,31,11,417,24,8,102,10,1,6,8,1,20,43,27
48,STRĂINĂTATE,FRANȚA,PARIS,"PARIS - FRANȚA",92,Europarlamentare,0,0,0,1254,0,0,1254,4000,2746,1254,0,0,0,21,683,25,9,298,23,7,104,6,1,5,9,3,7,36,17
48,STRĂINĂTATE,FRANȚA,ARCUEIL,"ARCUEIL - FRANȚA",93,Europarlamentare,0,0,0,1395,0,0,1395,4000,2605,1389,6,"NU E CAZUL",INTACTA,17,679,24,6,427,11,8,91,5,1,8,5,2,13,18,74
