"Cod birou electoral",Județ,Uat,Localitate,Secție,Nr,Tip,a,a1,a2,b,b1,b2,b3,c,d,e,f,h,i,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16
48,STRĂINĂTATE,SPANIA,"ALCALA DE HENARES","ALCALA DE HENARES - SPANIA",347,Europarlamentare,0,0,0,1919,0,0,1919,4000,2086,1895,16,"S-A INREGISTRAT O DIFERENTA DE 8 VOTURI IN MINUS IN URNE FATA DE NUMARUL ALEGATORILOR DE PE LISTELE SUPLIMENTARE.",CORESPUNZATOARE,30,660,31,10,902,14,13,99,7,7,16,6,2,12,46,40
48,STRĂINĂTATE,SPANIA,"TORREJON DE ARDOZ","TORREJON DE ARDOZ - SPANIA",348,Europarlamentare,0,0,0,1651,0,0,1651,4000,2349,1628,23,0,0,33,552,40,20,775,12,6,86,9,3,14,8,0,11,43,16
48,STRĂINĂTATE,SPANIA,"ARGANDA DEL REY","ARGANDA DEL REY - SPANIA",349,Europarlamentare,0,0,0,1852,0,0,1852,4000,2148,1845,7,0,0,13,719,37,7,838,16,7,64,6,3,12,7,4,10,33,69
48,STRĂINĂTATE,SPANIA,MOSTOLES,"MOSTOLES - SPANIA",350,Europarlamentare,0,0,0,1365,0,0,1365,4000,2635,1354,11,0,INTACTE,17,534,36,9,568,8,2,55,7,8,12,15,2,18,43,20
48,STRĂINĂTATE,SPANIA,FUENLABRADA,"FUENLABRADA - SPANIA",351,Europarlamentare,0,0,0,1530,0,0,1530,4000,2470,1505,25,0,corespunzatoare,21,619,21,6,648,6,2,87,3,4,9,7,0,6,43,23
48,STRĂINĂTATE,SPANIA,GUADALAJARA,"GUADALAJARA - SPANIA",352,Europarlamentare,0,0,0,1259,0,0,1259,4000,2741,1259,0,0,0,14,445,31,9,589,18,2,69,4,1,4,16,3,3,19,32
48,STRĂINĂTATE,SPANIA,"TELDE (LAS PALMAS)","TELDE (LAS PALMAS) - SPANIA",353,Europarlamentare,0,0,0,294,0,0,294,4000,3706,288,6,NICIUNA,INTACTA,9,136,6,0,83,3,2,22,2,0,3,0,2,1,16,3
48,STRĂINĂTATE,SPANIA,ADEJE,"ADEJE - SPANIA",354,Europarlamentare,0,0,0,846,0,0,846,4000,3156,838,6,"NU AU FOST CONTESTATII. DUPA OPRIREA SIMPV LA ORA 22:30, S-A CONTINUAT INREGISTRAREA VOTANTILOR RESTANTI PANA LA INCHIDEREA SECTIEI PE LISTELE SUPLIMENTARE.",INTACTA,19,439,26,10,182,11,1,49,4,1,10,3,5,3,67,8
48,STRĂINĂTATE,SPANIA,"CIUDAD REAL","CIUDAD REAL - SPANIA",355,Europarlamentare,0,0,0,599,0,0,599,3501,2903,581,17,0,INTACTA,27,195,9,8,265,4,1,33,5,2,5,7,0,5,10,5
48,STRĂINĂTATE,SPANIA,CUENCA,"CUENCA - SPANIA",356,Europarlamentare,0,0,0,507,0,0,507,3500,2993,498,9,"NU SUNT",INTACTA,17,166,17,6,200,9,8,26,9,3,7,5,1,2,9,13
48,STRĂINĂTATE,SPANIA,TARANCÓN,"TARANCÓN - SPANIA",357,Europarlamentare,0,0,0,666,0,0,666,3500,2834,657,9,"NU ESTE CAZUL",INTACTE,17,185,13,7,341,3,4,40,3,1,3,5,0,2,12,21
48,STRĂINĂTATE,SPANIA,TOMELLOSO,"TOMELLOSO - SPANIA",358,Europarlamentare,0,0,0,1043,0,0,1043,3500,2457,1026,17,0,"PE LISTE AU FOST 1040 DE PARTICIPANTI IAR IN URNA S-AU GASIT 1043 BULETINE DE VOT",20,309,13,9,536,7,1,36,4,4,4,1,1,7,19,55
48,STRĂINĂTATE,SPANIA,TOLEDO,"TOLEDO - SPANIA",359,Europarlamentare,0,0,0,1340,0,0,1340,3500,2160,1318,22,"NU ESTE CAZUL.",OK,38,380,36,8,698,12,2,69,3,5,8,8,1,8,26,16
48,STRĂINĂTATE,SPANIA,ALBACETE,"ALBACETE - SPANIA",360,Europarlamentare,0,0,0,487,0,0,487,3500,3013,473,14,"NU AU EXISTAT","FOARTE BUNA",6,154,10,2,231,5,3,17,3,1,3,1,0,2,19,16
48,STRĂINĂTATE,SPANIA,ALMERIA,"ALMERIA - SPANIA",361,Europarlamentare,0,0,0,1000,0,0,1000,3500,2500,986,12,"NU EXISTA",OK,24,373,21,3,437,9,1,66,3,1,14,5,0,8,16,5
48,STRĂINĂTATE,SPANIA,"ROQUETAS DE MAR","ROQUETAS DE MAR - SPANIA",362,Europarlamentare,0,0,0,978,0,0,978,3500,2534,948,18,0,0,18,317,14,3,450,6,2,49,3,5,7,2,0,5,25,42
48,STRĂINĂTATE,SPANIA,MOTRIL,"MOTRIL - SPANIA",363,Europarlamentare,0,0,0,964,0,0,964,3500,2536,946,18,0,0,19,253,28,7,522,15,3,22,5,1,8,10,2,4,32,15
48,STRĂINĂTATE,SPANIA,MURCIA,"MURCIA - SPANIA",364,Europarlamentare,0,0,0,926,0,0,926,3500,2574,910,16,"ALEGATORUL CU CNP 2780912100010- MAZILU CRISTINA MONICA DUPA CE A FOST VALIDATA IN SISTEMUL INFORMATIC PRIVIND EXPRIMAREA VOTULUI PENTRU PARLAMENTUL EUROPEAN ACEASTA S-A RAZGANDIT SI NU A MAI DORIT SA-SI EXPRIME OBTIUNEA DE VOT. PE TIMPUL VOTARII SISTEMUL INFORMATIC SI-A PIERDUT CONEXIUNEA LA INTERNET",INTACTE,15,336,25,4,407,11,5,46,4,0,15,2,1,4,23,12
48,STRĂINĂTATE,SPANIA,SEVILLA,"SEVILLA - SPANIA",365,Europarlamentare,0,0,0,609,0,0,609,5001,4392,585,24,0,"STARE BUNA",41,216,20,5,219,8,0,31,7,2,3,2,1,5,24,1
48,STRĂINĂTATE,SPANIA,LEPE,"LEPE - SPANIA",366,Europarlamentare,0,0,0,368,0,0,368,5000,4632,359,9,0,0,12,83,15,3,181,6,1,20,6,3,6,4,1,2,13,3
48,STRĂINĂTATE,SPANIA,"PALOS DE LA FRONTERA","PALOS DE LA FRONTERA - SPANIA",367,Europarlamentare,0,0,0,807,0,0,807,5000,4193,775,32,"NU EXISTĂ INTÂMPINĂRI.",INTACTĂ.,52,140,16,7,448,19,7,41,4,2,9,6,1,3,17,3
48,STRĂINĂTATE,SPANIA,MALAGA,"MALAGA - SPANIA",368,Europarlamentare,0,0,0,1246,0,0,1246,5000,3754,1241,5,"FARA INCIDENTE",INTACTE,33,628,27,7,395,10,2,52,6,1,7,6,3,13,21,30
48,STRĂINĂTATE,SPANIA,ALMENDRALEJO,"ALMENDRALEJO - SPANIA",369,Europarlamentare,0,0,0,330,0,0,330,5000,4670,328,2,"DL. ADRIAN DIACONU S-A PREZENTAT LA VOT SI DUPA INREGISTRAREA IN SIMPV NU A MAI DORIT SA VOTEZE LA ALEGERILE PENTRU PARLAMENTUL EUROPEAN","BUNA INTACTA",15,121,8,6,135,0,0,12,9,1,3,2,0,5,9,2
48,STRĂINĂTATE,SPANIA,BILBAO,"BILBAO - SPANIA",370,Europarlamentare,0,0,0,962,0,0,962,3500,2538,949,13,0,0,26,332,41,3,403,17,5,61,8,1,3,8,1,7,27,6
48,STRĂINĂTATE,SPANIA,BILBAO,"BILBAO - SPANIA",371,Europarlamentare,0,0,0,950,0,0,950,3500,2540,940,10,0,0,24,358,33,11,360,13,3,64,13,2,12,6,1,11,22,7
48,STRĂINĂTATE,SPANIA,LOGRONO,"LOGRONO - SPANIA",372,Europarlamentare,0,0,0,892,0,0,892,3500,2608,875,17,0,0,19,334,18,4,381,6,5,37,4,2,10,4,1,3,33,14
48,STRĂINĂTATE,SPANIA,LOGRONO,"LOGRONO - SPANIA",373,Europarlamentare,0,0,0,810,0,0,810,3500,2690,804,6,0,0,16,288,21,5,306,8,2,36,9,2,8,7,2,6,51,37
48,STRĂINĂTATE,SPANIA,PAMPLONA,"PAMPLONA - SPANIA",374,Europarlamentare,0,0,0,1118,0,0,1118,3500,2382,1104,14,"NU AU EXISTAT",INTACTA,13,422,19,7,455,14,2,46,6,0,15,4,1,15,26,59
48,STRĂINĂTATE,SPANIA,GIJON,"GIJON - SPANIA",375,Europarlamentare,0,0,0,744,0,0,744,3500,2758,682,58,.,.,19,272,25,4,218,8,6,40,5,2,6,3,0,3,20,51
48,STRĂINĂTATE,SPANIA,"SANTIAGO DE COMPOSTELA","SANTIAGO DE COMPOSTELA - SPANIA",376,Europarlamentare,0,0,0,282,0,0,282,3500,3218,277,5,0,0,5,118,7,1,96,4,0,24,0,1,2,1,0,3,11,4
48,STRĂINĂTATE,SPANIA,BURGOS,"BURGOS - SPANIA",377,Europarlamentare,0,0,0,1081,0,0,1081,3500,2419,1067,14,"FARA ALTE EVENIMENTE",BUNA,12,468,19,11,388,12,5,53,7,1,13,5,2,13,32,26
48,STRĂINĂTATE,SPANIA,SANTANDER,"SANTANDER - SPANIA",378,Europarlamentare,0,0,0,573,0,0,573,3500,2928,568,4,0,.,19,275,11,3,138,12,3,40,1,1,10,5,0,1,23,26
48,STRĂINĂTATE,SPANIA,ALICANTE,"ALICANTE - SPANIA",379,Europarlamentare,0,0,0,988,0,0,988,4000,3012,974,14,0,0,13,368,39,6,379,17,1,34,4,2,9,6,0,14,36,46
48,STRĂINĂTATE,SPANIA,BENIDORM,"BENIDORM - SPANIA",380,Europarlamentare,0,0,0,1250,0,0,1250,4000,2750,1232,18,0,0,28,565,36,12,404,23,2,83,7,4,6,11,3,7,15,26
48,STRĂINĂTATE,SPANIA,"CASTELLON DE PLANA","CASTELLON DE PLANA - SPANIA",381,Europarlamentare,0,0,0,1662,0,0,1662,4000,2342,1648,10,0,0,36,611,36,12,687,12,6,115,8,3,10,3,3,11,36,59
48,STRĂINĂTATE,SPANIA,PENISCOLA,"PENISCOLA - SPANIA",382,Europarlamentare,0,0,0,1196,0,0,1196,4000,2804,1179,17,0,0,17,402,22,15,527,6,2,37,5,3,10,10,0,10,31,82
48,STRĂINĂTATE,SPANIA,VALENCIA,"VALENCIA - SPANIA",383,Europarlamentare,0,0,0,1319,0,0,1319,4000,2681,1311,8,0,INTACTE,13,572,33,6,528,14,6,63,8,3,5,8,0,10,33,9
48,STRĂINĂTATE,SPANIA,GANDIA,"GANDIA - SPANIA",384,Europarlamentare,0,0,0,895,0,0,895,4000,3105,875,20,0,0,16,347,23,11,331,7,3,59,16,2,5,10,2,9,21,13
48,STRĂINĂTATE,"SRI LANKA",COLOMBO,"COLOMBO - SRI LANKA",385,Europarlamentare,0,0,0,16,0,0,16,100,84,16,0,"NU AU FOST",INTACTA,1,6,2,0,4,2,0,1,0,0,0,0,0,0,0,0
48,STRĂINĂTATE,SUA,"CHICAGO, ILLINOIS","CHICAGO, ILLINOIS - SUA",386,Europarlamentare,0,0,0,239,0,0,239,2000,1761,237,2,0,INTACTA,13,155,2,1,43,3,0,12,0,0,0,0,0,0,1,7
48,STRĂINĂTATE,SUA,"CHICAGO, ILLINOIS","CHICAGO, ILLINOIS - SUA",387,Europarlamentare,0,0,0,374,0,0,374,2000,1626,372,2,0,INTACTE,7,199,6,1,104,6,0,24,0,0,0,6,0,3,9,7
48,STRĂINĂTATE,SUA,"CHICAGO, ILLINOIS","CHICAGO, ILLINOIS - SUA",388,Europarlamentare,0,0,0,248,0,0,248,2000,1752,245,3,"Nu a FOST CAZUL",INTACTE,2,113,7,1,65,3,3,24,0,0,2,1,0,2,5,17
48,STRĂINĂTATE,SUA,"NILES, ILLINOIS","NILES, ILLINOIS - SUA",389,Europarlamentare,0,0,0,733,0,0,733,2000,1267,723,10,0,BUNA,23,319,13,5,176,12,1,42,1,0,4,1,0,6,5,115
48,STRĂINĂTATE,SUA,"ILINOIS, WOOD DALE","ILINOIS, WOOD DALE - SUA",390,Europarlamentare,0,0,0,203,0,0,203,2000,1797,202,1,"NU ESTE CAZUL.",INTACTA.,12,115,3,1,42,1,0,10,2,1,3,1,0,0,3,8
48,STRĂINĂTATE,SUA,"DETROIT, MICHIGAN","DETROIT, MICHIGAN - SUA",391,Europarlamentare,0,0,0,264,0,0,264,2000,1736,263,1,"NU AU FOST",INTACTA,7,112,4,1,72,2,0,13,0,0,0,0,1,1,11,39
48,STRĂINĂTATE,SUA,"MICHIGAN, PLYMOUTH","MICHIGAN, PLYMOUTH - SUA",392,Europarlamentare,0,0,0,228,0,0,228,2000,1772,226,2,0,0,6,88,3,0,79,3,0,24,0,0,1,1,1,2,5,13
48,STRĂINĂTATE,SUA,"INDIANAPOLIS, INDIANA","INDIANAPOLIS, INDIANA - SUA",393,Europarlamentare,0,0,0,63,0,0,63,2000,1937,62,1,0,BUNA,1,42,0,1,7,1,0,6,0,0,0,0,0,1,2,1
48,STRĂINĂTATE,SUA,"MINNEAPOLIS, MINNESOTA","MINNEAPOLIS, MINNESOTA - SUA",394,Europarlamentare,0,0,0,39,0,0,39,2000,1961,39,0,0,VERIFICATA,1,14,3,0,8,0,1,8,0,0,0,0,0,1,0,3
48,STRĂINĂTATE,SUA,"MISSOURI, SAINT LOUIS","MISSOURI, SAINT LOUIS - SUA",395,Europarlamentare,0,0,0,44,0,0,44,2000,1956,42,2,0,0,1,26,0,0,9,1,0,2,0,0,0,0,0,0,0,3
48,STRĂINĂTATE,SUA,"CALIFORNIA, LOS ANGELES","CALIFORNIA, LOS ANGELES - SUA",396,Europarlamentare,0,0,0,496,0,0,496,2500,2004,491,5,"NU ESTE CAZUL",INTACTE,8,338,3,0,87,4,3,28,1,0,1,1,1,3,5,8
48,STRĂINĂTATE,SUA,"SACRAMENTO, CALIFORNIA","SACRAMENTO, CALIFORNIA - SUA",397,Europarlamentare,0,0,0,217,0,0,217,2500,2283,213,4,N,NORMAL,6,93,0,2,49,0,0,17,0,0,0,0,0,4,3,39
48,STRĂINĂTATE,SUA,"SAN FRANCISCO, CALIFORNIA","SAN FRANCISCO, CALIFORNIA - SUA",398,Europarlamentare,0,0,0,566,0,0,566,2500,1934,558,7,"UN BULETIN DE VOT NU SE REGASESTE IN URNE.",INTACTE,10,372,5,5,86,5,5,36,1,0,2,0,2,3,8,18
48,STRĂINĂTATE,SUA,"LAS VEGAS, NEVADA","LAS VEGAS, NEVADA - SUA",399,Europarlamentare,0,0,0,178,0,0,178,2501,2323,176,2,0,0,10,94,3,2,33,1,1,9,0,0,0,2,0,0,21,0
48,STRĂINĂTATE,SUA,"PHOENIX, ARIZONA","PHOENIX, ARIZONA - SUA",400,Europarlamentare,0,0,0,302,0,0,302,2500,2198,302,0,"NU A FOST CAZUL",INTACTE,1,117,4,1,81,2,0,33,0,1,3,2,0,0,2,55
48,STRĂINĂTATE,SUA,"PORTLAND, OREGON","PORTLAND, OREGON - SUA",401,Europarlamentare,0,0,0,327,0,0,327,2500,2173,321,6,"NU ESTE CAZUL",INTACTE,9,97,6,0,84,2,6,26,0,1,2,2,0,4,7,75
48,STRĂINĂTATE,SUA,"SEATTLE, WASHINGTON","SEATTLE, WASHINGTON - SUA",402,Europarlamentare,0,0,0,536,0,0,536,2500,1964,531,5,"NU i s-a PERMIS VOTUL UNEI CETATENE CU PASAPORT FRANCEZ, NEINREGISTRATA IN LISTELE PRIMITE.",BUNA,6,318,8,4,88,4,2,17,0,0,1,4,0,4,5,70
48,STRĂINĂTATE,SUA,"SALT LAKE CITY, UTAH","SALT LAKE CITY, UTAH - SUA",403,Europarlamentare,0,0,0,72,0,0,72,2501,2429,72,0,"NU AU FOST",INTACTE,1,54,0,3,5,0,0,4,0,0,0,0,0,0,3,2
48,STRĂINĂTATE,SUA,"FLORIDA, MIAMI","FLORIDA, MIAMI - SUA",404,Europarlamentare,0,0,0,182,0,0,182,2501,2319,182,0,"NU SUNT",INTACTE,6,121,3,0,30,3,1,10,0,0,0,1,0,3,1,3
48,STRĂINĂTATE,SUA,"HOLLYWOOD, FLORIDA","HOLLYWOOD, FLORIDA - SUA",405,Europarlamentare,0,0,0,473,0,0,473,2500,2027,467,6,"IN LISTA ELECTORALA SUPLIMENTARA PT.P.E. LA POZITIA NR.82 DATORITA AGLOMERATIEI DIN SECTIA DE VOTARE, ALEGATORUL POPESCU GEORGETA NU A SEMNAT IN LISTA SUPLIMENTARA SI NU A RIDICAT CARTEA DE IDENTITATEI.",INTACTE,10,236,5,0,109,2,0,44,1,1,0,0,0,3,10,46
48,STRĂINĂTATE,SUA,"HOUSTON, TEXAS","HOUSTON, TEXAS - SUA",406,Europarlamentare,0,0,0,288,0,0,288,2500,2212,284,4,"NU AU FOST SEMNALATE EVENIMENTE DEOSEBITE",BUNA,8,157,7,0,53,2,0,10,0,0,1,2,0,3,1,40
48,STRĂINĂTATE,SUA,"DALLAS, TEXAS","DALLAS, TEXAS - SUA",407,Europarlamentare,0,0,0,159,0,0,159,2501,2342,157,2,"NU AU FOST",INTACTA,3,78,3,1,34,2,0,16,0,0,0,0,0,3,3,14
48,STRĂINĂTATE,SUA,"GEORGIA, LILBURN","GEORGIA, LILBURN - SUA",408,Europarlamentare,0,0,0,460,0,0,460,2501,2041,453,7,"NU AU FOST INTAMPINARI SAU CONTESTATII",BUNA,11,191,8,8,122,4,1,36,0,0,2,1,4,0,20,45
48,STRĂINĂTATE,SUA,"NEW YORK, NEW YORK","NEW YORK, NEW YORK - SUA",409,Europarlamentare,0,0,0,1108,0,0,1108,6000,4892,1097,11,"NU ESTE CAZUL",INTACTA,38,664,29,2,213,25,3,62,2,0,5,8,2,6,16,22
48,STRĂINĂTATE,SUA,"PHILADELPHIA, PENNSYLVANIA","PHILADELPHIA, PENNSYLVANIA - SUA",410,Europarlamentare,0,0,0,267,0,0,267,2500,2233,267,0,"NU ESTE CAZUL",BUNA,9,167,6,3,49,5,0,20,0,0,0,0,0,2,0,6
48,STRĂINĂTATE,SUA,"BOSTON, MASSACHUSETTS","BOSTON, MASSACHUSETTS - SUA",411,Europarlamentare,0,0,0,380,0,0,380,2400,2020,379,1,0,0,9,257,6,9,67,4,0,11,0,0,0,2,0,6,4,4
48,STRĂINĂTATE,SUA,"CONNECTICUT, PLAINVILLE","CONNECTICUT, PLAINVILLE - SUA",412,Europarlamentare,0,0,0,83,0,0,83,2501,2418,83,0,"NU EXISTA","LA FEL CA LA INCEPUTUL VOTARII INTACTA",3,47,0,0,24,2,0,4,1,0,0,0,0,0,0,2
48,STRĂINĂTATE,SUA,"NEW JERSEY, ENGLEWOOD","NEW JERSEY, ENGLEWOOD - SUA",413,Europarlamentare,0,0,0,144,0,0,144,2500,2356,144,0,0,0,1,102,1,1,25,3,0,8,1,0,0,0,0,1,0,1
48,STRĂINĂTATE,SUA,"WASHINGTON DC","WASHINGTON DC - SUA",414,Europarlamentare,0,0,0,614,0,0,614,2500,1886,610,4,"NU ESTE CAZUL",INTACTA,30,356,35,8,116,12,0,27,0,0,2,1,1,10,5,7
48,STRĂINĂTATE,SUA,"CHARLOTTE, CAROLINA DE NORD","CHARLOTTE, CAROLINA DE NORD - SUA",415,Europarlamentare,0,0,0,160,0,0,160,2500,2340,160,0,"N\A",BUNA,2,76,0,0,35,3,1,6,0,0,3,1,0,1,3,29
48,STRĂINĂTATE,SUA,"CLEVELAND, OHIO","CLEVELAND, OHIO - SUA",416,Europarlamentare,0,0,0,234,0,0,234,2500,2265,233,1,"NU E CAZUL",INTACTE,13,91,5,1,82,5,0,13,0,0,3,2,0,2,3,13
48,STRĂINĂTATE,SUDAN,KHARTOUM,"KHARTOUM - SUDAN",417,Europarlamentare,0,0,0,12,0,0,12,100,88,10,2,"NU E CAZUL",BUNA,1,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0
48,STRĂINĂTATE,SUEDIA,STOCKHOLM,"STOCKHOLM - SUEDIA",418,Europarlamentare,0,0,0,1376,0,0,1376,3000,1634,1350,7,"SUNT NECONCORDANTE, SE VOR DETALIA IN PV SEMNAT",INTACTE,18,907,29,11,202,10,1,68,4,0,6,3,3,11,62,15
48,STRĂINĂTATE,SUEDIA,GÖTEBORG,"GÖTEBORG - SUEDIA",419,Europarlamentare,0,0,0,1364,0,0,1364,3000,1636,1358,6,"NU AU EXISTAT",CORESPUNZATOARE,21,743,50,11,263,30,3,110,4,2,22,10,3,18,30,38
48,STRĂINĂTATE,SUEDIA,MALMÖ,"MALMÖ - SUEDIA",420,Europarlamentare,0,0,0,1059,0,0,1059,3000,1941,1044,8,"NU AM AVUT CONTESTATII!","FOARTE BUNA",18,655,14,13,219,14,6,42,6,0,7,3,3,15,21,8
48,STRĂINĂTATE,SUEDIA,SOLVERSBORG,"SOLVERSBORG - SUEDIA",421,Europarlamentare,0,0,0,377,0,0,377,2200,1823,375,2,NU,INTACTA,5,178,6,3,102,6,0,26,1,1,6,1,1,3,9,27
48,STRĂINĂTATE,"REGATUL THAILANDEI",BANGKOK,"BANGKOK - REGATUL THAILANDEI",422,Europarlamentare,0,0,0,81,0,0,81,1000,919,81,0,"NU AVEM",INTACTE,1,59,1,0,9,2,0,1,0,0,1,0,0,1,2,4
48,STRĂINĂTATE,TUNISIA,TUNIS,"TUNIS - TUNISIA",423,Europarlamentare,0,0,0,91,0,0,91,500,409,89,2,0,0,11,38,9,0,10,4,1,8,1,1,0,2,0,2,2,0
48,STRĂINĂTATE,TURCIA,IZMIR,"IZMIR - TURCIA",424,Europarlamentare,0,0,0,123,0,0,123,500,377,122,1,O,"PERFECTA STARE",10,67,9,0,22,2,1,5,1,1,0,0,0,1,1,2
48,STRĂINĂTATE,TURCIA,ISTANBUL,"ISTANBUL - TURCIA",425,Europarlamentare,0,0,0,221,0,0,221,1000,779,220,1,"NU ESTE CAZUL",INTACTE,28,100,16,2,41,3,1,12,0,0,2,0,0,3,6,6
48,STRĂINĂTATE,TURCIA,ISTANBUL,"ISTANBUL - TURCIA",426,Europarlamentare,0,0,0,466,0,0,466,1000,534,462,4,"NU A FOST CAZUL",OK,23,260,20,10,87,6,2,25,4,0,3,4,1,6,9,2
48,STRĂINĂTATE,TURCIA,ANKARA,"ANKARA - TURCIA",427,Europarlamentare,0,0,0,139,0,0,139,1000,861,138,1,"NU ESTE CAZUL",INTACTA,12,73,12,0,13,3,0,11,1,3,1,0,0,1,6,2
48,STRĂINĂTATE,TURKMENISTAN,ASHABAT,"ASHABAT - TURKMENISTAN",428,Europarlamentare,0,0,0,16,0,0,16,200,184,15,1,0,0,1,9,0,0,2,0,0,2,0,0,0,0,1,0,0,0
48,STRĂINĂTATE,UCRAINA,KIEV,"KIEV - UCRAINA",429,Europarlamentare,0,0,0,121,0,0,121,500,379,118,3,"NU ESTE CAZUL",INTACTE,8,75,4,0,16,2,0,4,1,0,1,2,1,4,0,0
48,STRĂINĂTATE,UCRAINA,ODESA,"ODESA - UCRAINA",430,Europarlamentare,0,0,0,54,0,0,54,300,246,54,0,0,0,1,26,5,1,13,1,0,3,0,0,0,0,0,3,1,0
48,STRĂINĂTATE,UCRAINA,CERNĂUŢI,"CERNĂUŢI - UCRAINA",431,Europarlamentare,0,0,0,244,0,0,244,1000,756,241,3,0,0,141,22,10,0,19,4,0,14,0,0,0,1,0,1,12,17
48,STRĂINĂTATE,UCRAINA,SOLOTVINO,"SOLOTVINO - UCRAINA",432,Europarlamentare,0,0,0,29,0,0,29,500,471,29,0,"NU ESTE CAZUL.",INTACTA.,8,4,2,1,5,1,0,7,0,0,0,0,0,0,1,0
48,STRĂINĂTATE,UNGARIA,GYULA,"GYULA - UNGARIA",433,Europarlamentare,0,0,0,84,0,0,84,3000,2916,83,1,"NU ESTE CAZUL",INTACTE,7,25,3,24,12,3,1,3,0,0,0,0,0,1,0,4
48,STRĂINĂTATE,UNGARIA,BUDAPESTA,"BUDAPESTA - UNGARIA",434,Europarlamentare,0,0,0,941,0,0,941,3000,2059,927,14,0,0,17,447,18,251,136,11,0,14,2,1,2,1,1,5,17,4
48,STRĂINĂTATE,UNGARIA,BUDAPESTA,"BUDAPESTA - UNGARIA",435,Europarlamentare,0,0,0,833,0,0,833,3000,2167,824,9,"NU SUNT","FOARTE BUNA",9,398,22,199,120,18,1,30,2,0,3,3,3,4,10,2
48,STRĂINĂTATE,UNGARIA,SZEGED,"SZEGED - UNGARIA",436,Europarlamentare,0,0,0,119,0,0,119,3000,2881,118,1,0,"IN STARE NEDETERIORATA",17,46,3,39,7,0,0,2,0,0,0,0,0,1,1,2
48,STRĂINĂTATE,URUGUAY,MONTEVIDEO,"MONTEVIDEO - URUGUAY",437,Europarlamentare,0,0,0,30,0,0,30,100,70,29,1,0,0,4,17,0,0,2,4,0,0,0,0,0,0,0,0,0,2
48,STRĂINĂTATE,UZBEKISTAN,TAȘKENT,"TAȘKENT - UZBEKISTAN",438,Europarlamentare,0,0,0,10,0,0,10,100,90,10,0,"NU AU FOST INTAMPINARI SI NICI CONTESTATII",INTACTA,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,STRĂINĂTATE,VENEZUELA,CARACAS,"CARACAS - VENEZUELA",439,Europarlamentare,0,0,0,32,0,0,32,100,68,32,0,"NU E CAZUL",INTACTE,0,7,0,0,24,1,0,0,0,0,0,0,0,0,0,0
48,STRĂINĂTATE,VIETNAM,HANOI,"HANOI - VIETNAM",440,Europarlamentare,0,0,0,58,0,0,58,99,41,58,0,"NU A FOST CAZUL.",INTACTA,7,36,1,1,5,2,0,1,0,0,1,2,1,1,0,0
48,STRĂINĂTATE,ZIMBABWE,HARARE,"HARARE - ZIMBABWE",441,Europarlamentare,0,0,0,4,0,0,4,98,94,4,0,"NU AU EXISTAT CONTESTATII","SIGILILE AU FOST INTACTE",1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
